Track name,Artist name,Album,Playlist name,Type,ISRC,Deezer - id
"PALERMO","Keffran","BLOW!","Favorite Tracks","Favorite","3213669811","3213669811"
"SahBabii","ATLP","TATASS MUSIC 9","Favorite Tracks","Favorite","3346935151","3346935151"
"Norbit","Bas","Norbit","Favorite Tracks","Favorite","3339333271","3339333271"
"Mélanine","Steban","MODE SPORT 2","Favorite Tracks","Favorite","3345119101","3345119101"
"Bon débarras","LMB","Bon débarras","Favorite Tracks","Favorite","3345120971","3345120971"
"KYKY2BONDY","Hamza","KYKY2BONDY","Favorite Tracks","Favorite","3330178491","3330178491"
"square one","redveil","square one","Favorite Tracks","Favorite","3293277661","3293277661"
"Crack !","Tre Savage","Crack !","Favorite Tracks","Favorite","3092202091","3092202091"
"Une rose","Luni Sacks","Une rose","Favorite Tracks","Favorite","1986524597","1986524597"
"tout le globe","S-Tee","unreleased vol.3","Favorite Tracks","Favorite","3288614581","3288614581"
"souvenirs","Luni Sacks","souvenirs","Favorite Tracks","Favorite","3288568481","3288568481"
"Crabs In A Bucket","Vince Staples","Big Fish Theory","Favorite Tracks","Favorite","373954401","373954401"
"Casino","Decimo","Symphonia (Vol. 1)","Favorite Tracks","Favorite","2175247617","2175247617"
"PLAQUES ARABES","Infinit'","COMMISSION","Favorite Tracks","Favorite","3324444191","3324444191"
"OTR Freestyle","ThaHomey","OTR Freestyle","Favorite Tracks","Favorite","3329318931","3329318931"
"Monogramme","Steban","Monogramme","Favorite Tracks","Favorite","3333275121","3333275121"
"GUCCI MANE EN 2013","Zequin","GUCCI MANE EN 2013","Favorite Tracks","Favorite","3327145221","3327145221"
"Paranoia","SL","Paranoia","Favorite Tracks","Favorite","3295727551","3295727551"
"WHAT CAN I DO","Diddi Trix","DOPE MUSIC, Vol. 2","Favorite Tracks","Favorite","3325616441","3325616441"
"PLUS D'VOIX","Diddi Trix","DOPE MUSIC, Vol. 2","Favorite Tracks","Favorite","3325616481","3325616481"
"PAS PRÊT DE CESSER","Diddi Trix","DOPE MUSIC, Vol. 2","Favorite Tracks","Favorite","3325616471","3325616471"
"CRACK","Diddi Trix","DOPE MUSIC, Vol. 2","Favorite Tracks","Favorite","3325616461","3325616461"
"RUE FONTAINE","Diddi Trix","DOPE MUSIC, Vol. 2","Favorite Tracks","Favorite","3325616451","3325616451"
"Nouvelle R (Green Remix)","Guy2bezbar","Nouvelle R (Green Remix)","Favorite Tracks","Favorite","3301699051","3301699051"
"APPEL D'UN BRO","Jolagreen23","GOTY EDITION","Favorite Tracks","Favorite","3338346741","3338346741"
"7.5.0.8 ST LAZARE","Jolagreen23","GOTY EDITION","Favorite Tracks","Favorite","3338346721","3338346721"
"SMACKDOWN VS RAW2009","Jolagreen23","GOTY EDITION","Favorite Tracks","Favorite","3338346711","3338346711"
"Ready Set Go","Kwengface","Ready Set Go","Favorite Tracks","Favorite","3319037981","3319037981"
"habib","MadeInParis","mourir peut attendre","Favorite Tracks","Favorite","3027380391","3027380391"
"4 Décembre","Limsa D'aulnay","Logique, Pt. 1","Favorite Tracks","Favorite","999537872","999537872"
"FF","Limsa D'aulnay","Grünt Tunes","Favorite Tracks","Favorite","1785157307","1785157307"
"kool kidz (feat. 63OG)","elyslime!","perc31","Favorite Tracks","Favorite","3158807561","3158807561"
"main character","elyslime!","perc31","Favorite Tracks","Favorite","3158807551","3158807551"
"OTW","elyslime!","perc31","Favorite Tracks","Favorite","3158807541","3158807541"
"no diddy / dolo","elyslime!","perc31","Favorite Tracks","Favorite","3158807521","3158807521"
"sagacité (225 Slang)","elyslime!","perc31","Favorite Tracks","Favorite","3158807501","3158807501"
"NPNG","elyslime!","perc31","Favorite Tracks","Favorite","3158807491","3158807491"
"run up ce cheese","elyslime!","perc31","Favorite Tracks","Favorite","3158807471","3158807471"
"Lucky Charm","ROÜGE","Anti Hero","Favorite Tracks","Favorite","1528361392","1528361392"
"MONTEGOBURR","Zequin","MONTEGOBURR","Favorite Tracks","Favorite","3282174361","3282174361"
"CAPITALISTE","Skefre","CAPITALISTE","Favorite Tracks","Favorite","3279669911","3279669911"
"Rock","Stepz","Rock","Favorite Tracks","Favorite","3035095241","3035095241"
"MURCIELAGO","Carlit013","MURCIELAGO","Favorite Tracks","Favorite","3240231581","3240231581"
"OCEAN DRIVE","6ejou","HARAMCORE","Favorite Tracks","Favorite","2592589952","2592589952"
"ROI DES ROIS (feat. Epektase, Pandrezz & j'san)","Zeu","DOPPELGÄNGER","Favorite Tracks","Favorite","3059227281","3059227281"
"CRACK AUDIBLE (feat. Epektase, Pandrezz & j'san)","Zeu","DOPPELGÄNGER","Favorite Tracks","Favorite","3059227271","3059227271"
"BIRKIN RUNTZ (feat. Epektase, Pandrezz & j'san)","Zeu","DOPPELGÄNGER","Favorite Tracks","Favorite","3059227251","3059227251"
"BEHERIT (feat. Epektase, Pandrezz & j'san)","Zeu","DOPPELGÄNGER","Favorite Tracks","Favorite","3059227241","3059227241"
"BIONIC (feat. Epektase, Pandrezz & j'san)","Zeu","DOPPELGÄNGER","Favorite Tracks","Favorite","3059227221","3059227221"
"First Day Out","Jeune Morty","First Day Out","Favorite Tracks","Favorite","3266343191","3266343191"
"Personnage","Slkrack","Personnage","Favorite Tracks","Favorite","3242716301","3242716301"
"BOMBOM","J9ueve","HARMONY","Favorite Tracks","Favorite","3260300951","3260300951"
"2000TRAPBABY","J9ueve","HARMONY","Favorite Tracks","Favorite","3260300931","3260300931"
"#BG (feat. La Fève)","J9ueve","HARMONY","Favorite Tracks","Favorite","3260300901","3260300901"
"HOT SAUCE","J9ueve","HARMONY","Favorite Tracks","Favorite","3260300891","3260300891"
"JE NE PLEURE MEME PLUS (feat. Leto)","J9ueve","HARMONY","Favorite Tracks","Favorite","3260300871","3260300871"
"17 TEUDY","J9ueve","HARMONY","Favorite Tracks","Favorite","3260300861","3260300861"
"N°14","J9ueve","HARMONY","Favorite Tracks","Favorite","3260300821","3260300821"
"TRAGÉDIE","J9ueve","HARMONY","Favorite Tracks","Favorite","3260300841","3260300841"
"EN FACE (feat. Keeqaid)","J9ueve","HARMONY","Favorite Tracks","Favorite","3260300831","3260300831"
"Batmobile","Guy2bezbar","Black House","Favorite Tracks","Favorite","3227122741","3227122741"
"Chaser","Guy2bezbar","Black House","Favorite Tracks","Favorite","3227122721","3227122721"
"Jerrican (feat. La Mano 1.9)","Guy2bezbar","Black House","Favorite Tracks","Favorite","3227122711","3227122711"
"P**** Valet","Guy2bezbar","Black House","Favorite Tracks","Favorite","3227122701","3227122701"
"Figaro (feat. Josman)","Guy2bezbar","Black House","Favorite Tracks","Favorite","3227122691","3227122691"
"Bébé à moi","Guy2bezbar","Black House","Favorite Tracks","Favorite","3227122681","3227122681"
"Intro Black House","Guy2bezbar","Black House","Favorite Tracks","Favorite","3227122661","3227122661"
"Nouvelle R","Guy2bezbar","Nouvelle R","Favorite Tracks","Favorite","3199625921","3199625921"
"Eyo","Mussy","Eyo","Favorite Tracks","Favorite","3213854961","3213854961"
"HHH","Mussy","HHH","Favorite Tracks","Favorite","3234119331","3234119331"
"Cirrus [2/3]","NTO","Cirrus [2/3]","Favorite Tracks","Favorite","3228292251","3228292251"
"bouclier","Zinee","bouclier","Favorite Tracks","Favorite","3212427411","3212427411"
"COCKPIT","1PLIKÉ140","P1","Favorite Tracks","Favorite","3240829171","3240829171"
"Quitter la partie","Beendo Z","PROPA","Favorite Tracks","Favorite","3230653611","3230653611"
"La dote","Beendo Z","PROPA","Favorite Tracks","Favorite","3230653621","3230653621"
"Manifestation","Beendo Z","PROPA","Favorite Tracks","Favorite","3230653591","3230653591"
"Elle me demande","Beendo Z","PROPA","Favorite Tracks","Favorite","3230653601","3230653601"
"Prada","Beendo Z","PROPA","Favorite Tracks","Favorite","3230653651","3230653651"
"solo dolo","63OG","solo dolo","Favorite Tracks","Favorite","3171210001","3171210001"
"NO BAP","Sherifflazone","NO BAP","Favorite Tracks","Favorite","3208380651","3208380651"
"JE NE PLEURE MEME PLUS (feat. Leto)","J9ueve","JE NE PLEURE MEME PLUS (feat. Leto)","Favorite Tracks","Favorite","3240928321","3240928321"
"HERMES","Gazo","HERMES","Favorite Tracks","Favorite","3250357681","3250357681"
"Brain Talk","8ruki","Brain Talk","Favorite Tracks","Favorite","3205320541","3205320541"
"Manifestation","Beendo Z","Manifestation","Favorite Tracks","Favorite","3210057461","3210057461"
"LE PLAN","JRK 19","ZÉRO BLUFF","Favorite Tracks","Favorite","3222601291","3222601291"
"AYOU","JRK 19","ZÉRO BLUFF","Favorite Tracks","Favorite","3222601301","3222601301"
"HAKIMI","JRK 19","ZÉRO BLUFF","Favorite Tracks","Favorite","3222601281","3222601281"
"BELLINGHAM","JRK 19","ZÉRO BLUFF","Favorite Tracks","Favorite","3222601271","3222601271"
"0.9","JRK 19","ZÉRO BLUFF","Favorite Tracks","Favorite","3222601251","3222601251"
"PARAMÈTRES","JRK 19","ZÉRO BLUFF","Favorite Tracks","Favorite","3222601241","3222601241"
"COHIBA","JRK 19","ZÉRO BLUFF","Favorite Tracks","Favorite","3222601231","3222601231"
"WU-TANG","1PLIKÉ140","P1","Favorite Tracks","Favorite","3230214741","3230214741"
"DOUMBÉ","1PLIKÉ140","P1","Favorite Tracks","Favorite","3230214691","3230214691"
"0.9","JRK 19","0.9","Favorite Tracks","Favorite","3222600401","3222600401"
"VIE DE TONY","1PLIKÉ140","P1","Favorite Tracks","Favorite","3230214681","3230214681"
"MÉGANE","1PLIKÉ140","P1","Favorite Tracks","Favorite","3230214651","3230214651"
"CRG","Central Cee","CAN'T RUSH GREATNESS","Favorite Tracks","Favorite","3196387911","3196387911"
"GBP","Central Cee","CAN'T RUSH GREATNESS","Favorite Tracks","Favorite","3196387881","3196387881"
"Ten","Central Cee","CAN'T RUSH GREATNESS","Favorite Tracks","Favorite","3196387951","3196387951"
"FASHION","8ruki","FASHION","Favorite Tracks","Favorite","3185949041","3185949041"
"TRAGÉDIE","J9ueve","TRAGÉDIE","Favorite Tracks","Favorite","3200546691","3200546691"
"Freestyle 1","Tezz","Freestyle 1","Favorite Tracks","Favorite","3198701501","3198701501"
"Maison","Jeune Mort","ZOO","Favorite Tracks","Favorite","3152741391","3152741391"
"Pochtar","Jeune Mort","ZOO","Favorite Tracks","Favorite","3152741351","3152741351"
"DMVP","Sherifflazone","DMVP","Favorite Tracks","Favorite","3171856061","3171856061"
"JUMPMAN","Sherifflazone","DMVP","Favorite Tracks","Favorite","3171856051","3171856051"
"SHERIFF","Sherifflazone","DMVP","Favorite Tracks","Favorite","3171856041","3171856041"
"FAST FORD","Sherifflazone","DMVP","Favorite Tracks","Favorite","3171856031","3171856031"
"STACK","Sherifflazone","DMVP","Favorite Tracks","Favorite","3171856021","3171856021"
"AMIRI","Sherifflazone","DMVP","Favorite Tracks","Favorite","3171856011","3171856011"
"CHEATCODE","Sherifflazone","DMVP","Favorite Tracks","Favorite","3171856001","3171856001"
"EASTPACK","Sherifflazone","DMVP","Favorite Tracks","Favorite","3171855991","3171855991"
"MBELI","Sherifflazone","DMVP","Favorite Tracks","Favorite","3171855981","3171855981"
"ERABLE","Sherifflazone","DMVP","Favorite Tracks","Favorite","3171855961","3171855961"
"BRICKS","Sherifflazone","DMVP","Favorite Tracks","Favorite","3171855951","3171855951"
"SHINE","Sherifflazone","DMVP","Favorite Tracks","Favorite","3171855941","3171855941"
"ANSTZ GNRL","Yaya D","ANSTZ GNRL","Favorite Tracks","Favorite","3181730671","3181730671"
"GBP","Central Cee","GBP","Favorite Tracks","Favorite","3185132481","3185132481"
"Beamer","DJ Teks","Beamer","Favorite Tracks","Favorite","3150844741","3150844741"
"PILI PILI","Booska-P","Les 11 à suivre 2025","Favorite Tracks","Favorite","3172209071","3172209071"
"GASSAMA","1PLIKÉ140","GASSAMA","Favorite Tracks","Favorite","3171795021","3171795021"
"arthur blank","TENSHI The Great","RAW","Favorite Tracks","Favorite","3115317501","3115317501"
"Enlève tes pes-sa","Leto","Enlève tes pes-sa","Favorite Tracks","Favorite","2774889601","2774889601"
"TG MILLIAN","Skefre","TG MILLIAN","Favorite Tracks","Favorite","2378483255","2378483255"
"GOT DAMN","Gunna","GOT DAMN","Favorite Tracks","Favorite","3141980951","3141980951"
"La mère à qlq'1 (feat. Keeqaid, Gusa & Hydro4k)","R100R","La mère à qlq'1 (feat. Keeqaid, Gusa & Hydro4k)","Favorite Tracks","Favorite","3142367601","3142367601"
"what3ver","redveil","what3ver","Favorite Tracks","Favorite","3137513031","3137513031"
"Dum, Dumb, and Dumber","Lil Baby","Dum, Dumb, and Dumber","Favorite Tracks","Favorite","3160589381","3160589381"
"SACRÉE STORY","La Fève","EMPTY THE BIN VOL. 4","Favorite Tracks","Favorite","3150162631","3150162631"
"CITYSTAR","La Fève","EMPTY THE BIN VOL. 4","Favorite Tracks","Favorite","3150162561","3150162561"
"VIE DE PALACE","La Fève","EMPTY THE BIN VOL. 4","Favorite Tracks","Favorite","3150162551","3150162551"
"MEMPHIS FREESTYLE","La Fève","EMPTY THE BIN VOL. 4","Favorite Tracks","Favorite","3150162541","3150162541"
"SOLO DOLO","La Fève","EMPTY THE BIN VOL. 4","Favorite Tracks","Favorite","3150162531","3150162531"
"ESSAYE PAS","La Fève","EMPTY THE BIN VOL. 4","Favorite Tracks","Favorite","3150162521","3150162521"
"LES SNITCH ET LES BITCH","La Fève","EMPTY THE BIN VOL. 4","Favorite Tracks","Favorite","3150162511","3150162511"
"PETIT SALAIRE","La Fève","EMPTY THE BIN VOL. 4","Favorite Tracks","Favorite","3150162501","3150162501"
"PHENOMÈNE","La Fève","EMPTY THE BIN VOL. 4","Favorite Tracks","Favorite","3150162621","3150162621"
"UN BLIKI","La Fève","EMPTY THE BIN VOL. 4","Favorite Tracks","Favorite","3150162611","3150162611"
"AUJOURD’HUI","La Fève","EMPTY THE BIN VOL. 4","Favorite Tracks","Favorite","3150162601","3150162601"
"ATL LOVE","La Fève","EMPTY THE BIN VOL. 4","Favorite Tracks","Favorite","3150162591","3150162591"
"AU FOND DU TROU","La Fève","EMPTY THE BIN VOL. 4","Favorite Tracks","Favorite","3150162581","3150162581"
"J'AURAIS TAPÉ DES SKINS","La Fève","EMPTY THE BIN VOL. 4","Favorite Tracks","Favorite","3150162571","3150162571"
"PHASE","La Fève","EMPTY THE BIN VOL. 4","Favorite Tracks","Favorite","3150162401","3150162401"
"LE PACTE","La Fève","EMPTY THE BIN VOL. 4","Favorite Tracks","Favorite","3150162391","3150162391"
"LA MÉTHODE","La Fève","EMPTY THE BIN VOL. 4","Favorite Tracks","Favorite","3150162381","3150162381"
"RANCUNIER","La Fève","EMPTY THE BIN VOL. 4","Favorite Tracks","Favorite","3150162371","3150162371"
"KHALAF","La Fève","EMPTY THE BIN VOL. 4","Favorite Tracks","Favorite","3150162471","3150162471"
"SOUMSOUM","La Fève","EMPTY THE BIN VOL. 4","Favorite Tracks","Favorite","3150162461","3150162461"
"INSOMNIAQUE","La Fève","EMPTY THE BIN VOL. 4","Favorite Tracks","Favorite","3150162451","3150162451"
"SKUNA INTERLUDE","La Fève","EMPTY THE BIN VOL. 4","Favorite Tracks","Favorite","3150162441","3150162441"
"SACHET DE BILLE","La Fève","EMPTY THE BIN VOL. 4","Favorite Tracks","Favorite","3150162431","3150162431"
"TRISTE RICHE","La Fève","EMPTY THE BIN VOL. 4","Favorite Tracks","Favorite","3150162421","3150162421"
"COMBIEN","La Fève","EMPTY THE BIN VOL. 4","Favorite Tracks","Favorite","3150162411","3150162411"
"LYELE INTERLUDE","La Fève","EMPTY THE BIN VOL. 4","Favorite Tracks","Favorite","3150162321","3150162321"
"ZÉRO DÉBAT","La Fève","EMPTY THE BIN VOL. 4","Favorite Tracks","Favorite","3150162311","3150162311"
"WALO N.E","La Fève","EMPTY THE BIN VOL. 4","Favorite Tracks","Favorite","3150162351","3150162351"
"GOOFY","La Fève","EMPTY THE BIN VOL. 4","Favorite Tracks","Favorite","3150162251","3150162251"
"BB & CHAMPAGNE","La Fève","EMPTY THE BIN VOL. 4","Favorite Tracks","Favorite","3150162241","3150162241"
"1 VUE","La Fève","EMPTY THE BIN VOL. 4","Favorite Tracks","Favorite","3150162301","3150162301"
"LAQUELLE ?","La Fève","EMPTY THE BIN VOL. 4","Favorite Tracks","Favorite","3150162281","3150162281"
"HYPERACTIF","La Fève","EMPTY THE BIN VOL. 4","Favorite Tracks","Favorite","3150162271","3150162271"
"BACK IN THE DAYS (GLOBE)","La Fève","EMPTY THE BIN VOL. 4","Favorite Tracks","Favorite","3150162261","3150162261"
"SOUS LES ETOILES","La Fève","EMPTY THE BIN VOL. 4","Favorite Tracks","Favorite","3150162211","3150162211"
"14 JUILLET","La Fève","EMPTY THE BIN VOL. 4","Favorite Tracks","Favorite","3150162201","3150162201"
"C'EST LES GENS ILS ENGRAINENT","La Fève","EMPTY THE BIN VOL. 4","Favorite Tracks","Favorite","3150162191","3150162191"
"ROYAL","La Fève","EMPTY THE BIN VOL. 4","Favorite Tracks","Favorite","3150162171","3150162171"
"CALME","La Fève","EMPTY THE BIN VOL. 4","Favorite Tracks","Favorite","3150162161","3150162161"
"BIG LOUIS","La Fève","EMPTY THE BIN VOL. 4","Favorite Tracks","Favorite","3150162151","3150162151"
"17 TEUDY","J9ueve","17 TEUDY","Favorite Tracks","Favorite","3139673701","3139673701"
"Came and Saw (feat. Rowdy Rebel)","Young Stoner Life","Slime Language 2","Favorite Tracks","Favorite","1345531542","1345531542"
"Outro","75ERA","Dernier train","Favorite Tracks","Favorite","3125949481","3125949481"
"Biberon WAKE UP","75ERA","Dernier train","Favorite Tracks","Favorite","3125949471","3125949471"
"Championship (feat. Jeune Lion)","75ERA","Dernier train","Favorite Tracks","Favorite","3125949461","3125949461"
"Kendall Jenner (feat. Baby Neelou)","75ERA","Dernier train","Favorite Tracks","Favorite","3125949441","3125949441"
"Kilimandjaro","75ERA","Dernier train","Favorite Tracks","Favorite","3125949431","3125949431"
"Galeries Lafayette","75ERA","Dernier train","Favorite Tracks","Favorite","3125949421","3125949421"
"Suédoise","75ERA","Dernier train","Favorite Tracks","Favorite","3125949411","3125949411"
"Dernier train","75ERA","Dernier train","Favorite Tracks","Favorite","3125949381","3125949381"
"Faveur","75ERA","Dernier train","Favorite Tracks","Favorite","3125949401","3125949401"
"Redevable","75ERA","Dernier train","Favorite Tracks","Favorite","3125949371","3125949371"
"Elle aimerait (feat. Diddi Trix)","75ERA","Dernier train","Favorite Tracks","Favorite","3125949391","3125949391"
"OSIMHEN","Ikaz Boi","BRUT4L 2LUXE","Favorite Tracks","Favorite","3045416211","3045416211"
"Piano Theme","Ikaz Boi","BRUT4L 2LUXE","Favorite Tracks","Favorite","3045416341","3045416341"
"TOP TIER","Ikaz Boi","BRUT4L 2LUXE","Favorite Tracks","Favorite","3045416321","3045416321"
"RUFF RYDERS","Ikaz Boi","BRUT4L 2LUXE","Favorite Tracks","Favorite","3045416301","3045416301"
"DIFFERENT","Ikaz Boi","BRUT4L 2LUXE","Favorite Tracks","Favorite","3045416291","3045416291"
"Dent","Jeune Morty","En Attendant Eponyme","Favorite Tracks","Favorite","3110066871","3110066871"
"Raconte pas ta vie","Try To live","Raconte pas ta vie","Favorite Tracks","Favorite","3122197751","3122197751"
"Alpha Omega","Skepta","Alpha Omega","Favorite Tracks","Favorite","3094183781","3094183781"
"Re Up","Lyele","BAKED","Favorite Tracks","Favorite","3122690631","3122690631"
"Hi Life","Lyele","BAKED","Favorite Tracks","Favorite","3122690621","3122690621"
"Zone","Lyele","BAKED","Favorite Tracks","Favorite","3122690611","3122690611"
"Pas Ready","Lyele","BAKED","Favorite Tracks","Favorite","3122690591","3122690591"
"Ailé/Ma Ville","Lyele","BAKED","Favorite Tracks","Favorite","3122690561","3122690561"
"4 Decembre","Lyele","BAKED","Favorite Tracks","Favorite","3122690551","3122690551"
"Laid Back","Lyele","BAKED","Favorite Tracks","Favorite","3122690521","3122690521"
"FORTIFIE","S-Tee","FORTIFIE","Favorite Tracks","Favorite","3106588081","3106588081"
"deadline","Ibepds","deadline","Favorite Tracks","Favorite","2693473722","2693473722"
"Les Jolies Fleurs","Jaures","Les Jolies Fleurs","Favorite Tracks","Favorite","3105211831","3105211831"
"Suédoise","75ERA","Suédoise","Favorite Tracks","Favorite","3100624031","3100624031"
"BET","Mussy","BET","Favorite Tracks","Favorite","3111086261","3111086261"
"SUR LE DOS (FREESTYLE)","Huntrill","Nouvelle Trap 2","Favorite Tracks","Favorite","3094155101","3094155101"
"Cautionary Tales","Knucks","Can't Decide 3P","Favorite Tracks","Favorite","3061764171","3061764171"
"Can't Decide","Knucks","Can't Decide 3P","Favorite Tracks","Favorite","3061764191","3061764191"
"Anaconda","Cheu-B","Anaconda","Favorite Tracks","Favorite","3095108901","3095108901"
"Gava","Cheu-B","Gava","Favorite Tracks","Favorite","2883876942","2883876942"
"Ma dignité","Chanceko","La voix dans ma tête (Deluxe)","Favorite Tracks","Favorite","3094043701","3094043701"
"Terrasse, Vin blanc","Chanceko","La voix dans ma tête (Deluxe)","Favorite Tracks","Favorite","3094043721","3094043721"
"PLM DEATHROW","Khali","PLM DEATHROW","Favorite Tracks","Favorite","3110044281","3110044281"
"JÉSUS FILS","Jeune Lion","RULE MI HEART","Favorite Tracks","Favorite","3092735741","3092735741"
"JEUNE ROI","Jeune Lion","RULE MI HEART","Favorite Tracks","Favorite","3092735731","3092735731"
"ROZIN","Jeune Lion","RULE MI HEART","Favorite Tracks","Favorite","3092735721","3092735721"
"ODD","Jeune Lion","RULE MI HEART","Favorite Tracks","Favorite","3092735711","3092735711"
"NATTY","Jeune Lion","RULE MI HEART","Favorite Tracks","Favorite","3092735701","3092735701"
"HOUDINI","Jeune Lion","RULE MI HEART","Favorite Tracks","Favorite","3092735691","3092735691"
"COOL DOWN THE PACE","Jeune Lion","RULE MI HEART","Favorite Tracks","Favorite","3092735681","3092735681"
"GINGER JUICE","Jeune Lion","RULE MI HEART","Favorite Tracks","Favorite","3092735671","3092735671"
"Cherche l'or","DOC OVG","Cherche l'or","Favorite Tracks","Favorite","2538822071","2538822071"
"Un dimanche","Chanceko","La voix dans ma tête (Deluxe)","Favorite Tracks","Favorite","3094043691","3094043691"
"ON TAPE","Booska-P","BOOSKA CYPHER 02","Favorite Tracks","Favorite","3061713491","3061713491"
"LA BOUCLE","Booska-P","BOOSKA CYPHER 02","Favorite Tracks","Favorite","3061713551","3061713551"
"APPEL MANQUÉ","Booska-P","BOOSKA CYPHER 02","Favorite Tracks","Favorite","3061713561","3061713561"
"BIRDMAN","Jeune Lion","BEFORE BABYLONE BURNT","Favorite Tracks","Favorite","2506045101","2506045101"
"Osbatt","Fimiguerrero","CONGLOMERATE","Favorite Tracks","Favorite","3067812781","3067812781"
"Spanish Guitar","Lancey Foux","CONGLOMERATE","Favorite Tracks","Favorite","3067812771","3067812771"
"Viking","SahBabii","Saaheem","Favorite Tracks","Favorite","3038310791","3038310791"
"SHERIFF","Sherifflazone","SHERIFF","Favorite Tracks","Favorite","3064663181","3064663181"
"Amaru","Elh Kmer","Amaru","Favorite Tracks","Favorite","3056923911","3056923911"
"Right Now","Young Nudy","Right Now","Favorite Tracks","Favorite","3067768181","3067768181"
"INSOMNIES","Le Juiice","NOUS ART : Masterpiece","Favorite Tracks","Favorite","3053565201","3053565201"
"VOODOO","Le Juiice","NOUS ART : Masterpiece","Favorite Tracks","Favorite","3053565191","3053565191"
"DÉLIT","Le Juiice","NOUS ART : Masterpiece","Favorite Tracks","Favorite","3053565171","3053565171"
"GHETTO & BADDIE","Le Juiice","NOUS ART : Masterpiece","Favorite Tracks","Favorite","3053565161","3053565161"
"PHB","Le Juiice","NOUS ART : Masterpiece","Favorite Tracks","Favorite","3053565151","3053565151"
"BAD BITCH","Le Juiice","NOUS ART : Masterpiece","Favorite Tracks","Favorite","3053565141","3053565141"
"MAPESSA","Le Juiice","NOUS ART : Masterpiece","Favorite Tracks","Favorite","3053565091","3053565091"
"LA VIE DE RÊVE","Le Juiice","NOUS ART : Masterpiece","Favorite Tracks","Favorite","3053565081","3053565081"
"TACOS","Le Juiice","NOUS ART : Masterpiece","Favorite Tracks","Favorite","3053565071","3053565071"
"LA VIE DE RÊVE","Le Juiice","LA VIE DE RÊVE","Favorite Tracks","Favorite","3025108211","3025108211"
"Automatic","Bagatune","Automatic","Favorite Tracks","Favorite","3017537451","3017537451"
"BEHERIT (feat. Epektase, Pandrezz & j'san)","Zeu","BEHERIT (feat. Epektase, Pandrezz & j'san)","Favorite Tracks","Favorite","3070286931","3070286931"
"Roll Wit Me","SahBabii","Saaheem","Favorite Tracks","Favorite","3038310801","3038310801"
"Parle-nous qu’en monnaie","Ratu$","Les miens avant les vôtres","Favorite Tracks","Favorite","3019745171","3019745171"
"Équipe Criminelle","Ratu$","Les miens avant les vôtres","Favorite Tracks","Favorite","3019745161","3019745161"
"Thalasso","Ratu$","Les miens avant les vôtres","Favorite Tracks","Favorite","3019745151","3019745151"
"Donnant-donnant","Ratu$","Les miens avant les vôtres","Favorite Tracks","Favorite","3019745141","3019745141"
"J’voulais","Ratu$","Les miens avant les vôtres","Favorite Tracks","Favorite","3019745131","3019745131"
"Les miens avant les vôtres","Ratu$","Les miens avant les vôtres","Favorite Tracks","Favorite","3019745111","3019745111"
"Tout à vendre","Ratu$","Les miens avant les vôtres","Favorite Tracks","Favorite","3019745091","3019745091"
"C'est nous !","Ratu$","Les miens avant les vôtres","Favorite Tracks","Favorite","3019745081","3019745081"
"Décathlon","Ratu$","Les miens avant les vôtres","Favorite Tracks","Favorite","3019745071","3019745071"
"CR","Ratu$","Les miens avant les vôtres","Favorite Tracks","Favorite","3019745061","3019745061"
"Tout pour les nôtres","Ratu$","Les miens avant les vôtres","Favorite Tracks","Favorite","3019745041","3019745041"
"KEDOISJFAIRE ?","Jolagreen23","+99XP","Favorite Tracks","Favorite","3037740101","3037740101"
"360TRICKSHOT","Jolagreen23","+99XP","Favorite Tracks","Favorite","3037740081","3037740081"
"HELLCAT OU CAMARO","Jolagreen23","+99XP","Favorite Tracks","Favorite","3037740051","3037740051"
"BRICK BY BRICK","Jolagreen23","+99XP","Favorite Tracks","Favorite","3037740061","3037740061"
"PLUS LE MÊME (feat. Lesram)","Jolagreen23","+99XP","Favorite Tracks","Favorite","3037740041","3037740041"
"4BULLDOG","Jolagreen23","+99XP","Favorite Tracks","Favorite","3037740031","3037740031"
"PUTAIN D'HIVER","Jolagreen23","+99XP","Favorite Tracks","Favorite","3037740021","3037740021"
"CRASH BANDICOOT","Jolagreen23","+99XP","Favorite Tracks","Favorite","3037740011","3037740011"
"WHITE","Sherifflazone","WHITE","Favorite Tracks","Favorite","2835735482","2835735482"
"Les Affaires","Diddi Trix","Les Affaires","Favorite Tracks","Favorite","2982465141","2982465141"
"NO FUGAZI","ThaHomey","NO FUGAZI","Favorite Tracks","Favorite","3048508981","3048508981"
"DAVVERO","NeS","POUR 2 VRAI","Favorite Tracks","Favorite","2896176101","2896176101"
"Big In Da Game","KidSuper","Big In Da Game","Favorite Tracks","Favorite","3036533451","3036533451"
"Funky Shit","Luni Sacks","Funky Shit","Favorite Tracks","Favorite","3052761051","3052761051"
"1.8.6","Jeune Mort","DEMAIN EST ANNULÉ","Favorite Tracks","Favorite","3025663571","3025663571"
"POP (feat. La Mano 1.9)","Gazo","POP (feat. La Mano 1.9)","Favorite Tracks","Favorite","3045282991","3045282991"
"911","Ninho","GOAT","Favorite Tracks","Favorite","3058139761","3058139761"
"Ghetto Star","Ninho","GOAT","Favorite Tracks","Favorite","3058139711","3058139711"
"Broly","Ninho","GOAT","Favorite Tracks","Favorite","3058139701","3058139701"
"Boucherie","Ninho","GOAT","Favorite Tracks","Favorite","3058139631","3058139631"
